Subject,Institution,Course Name,Course Url,Duration,Provider
Mathematics Courses,Universitat Politècnica de València,Bases Matemáticas: Derivadas,https://classcentral.com/course/edx-bases-matematicas-derivadas-2969,"3-4 hours a week,5 weeks long",edX
Mathematics Courses,Santa Fe Institute,Tutorials for Complex Systems,https://classcentral.com/course/complexity-explorer-tutorials-for-complex-systems-1194,4-8 hours a week,Complexity Explorer
Business Courses,University System of Maryland,Agile Leadership Principles and Practices,https://classcentral.com/course/edx-agile-leadership-principles-and-practices-11920,"2-3 hours a week,4 weeks long",edX
Business Courses,Universitat Politècnica de València,Introducción a la inversión bursátil,https://classcentral.com/course/edx-introduccion-a-la-inversion-bursatil-5316,"3-4 hours a week,2 weeks long",edX
Computer Science Courses,University of Illinois at Urbana-Champaign,"Cloud Computing Concepts, Part 1",https://classcentral.com/course/cloud-computing-2717,"4-8 hours a week,5 weeks long",Coursera
Computer Science Courses,"University of California, Davis",Computer Simulations,https://classcentral.com/course/computer-simulations-17986,"2-5 hours a week,4 weeks long",Coursera
Personal Development Courses,McMaster University,Mindshift: Break Through Obstacles to Learning and Discover Your Hidden Potential,https://classcentral.com/course/mindshift-8289,"10 hours worth of material,4 weeks long",Coursera
Personal Development Courses,Arizona State University,Learning How To Learn for Youth,https://classcentral.com/course/learning-how-to-learn-youth-12569,"4-5 hours a week,3 weeks long",Coursera
Personal Development Courses,The University of Sheffield,How to Succeed at: Interviews,https://classcentral.com/course/interviews-2253,"3 hours a week,3 weeks long",FutureLearn
Personal Development Courses,Tomsk State University,Presentation skills: Speechwriting and Storytelling,https://classcentral.com/course/speechwriting-9646,"461 hours worth of material,6 weeks long",Coursera
Health & Medicine Courses,Yale University,Understanding Medical Research: Your Facebook Friend is Wrong,https://classcentral.com/course/medical-research-19515,"15 hours worth of material,7 weeks long",Coursera
Health & Medicine Courses,Wageningen University,"Nutrition, Heart Disease and Diabetes",https://classcentral.com/course/edx-nutrition-heart-disease-and-diabetes-11592,"6-8 hours a week,5 weeks long",edX
Health & Medicine Courses,Newcastle University,The Musculoskeletal System: The Science of Staying Active into Old Age,https://classcentral.com/course/musculoskeletal-6738,"3 hours a week,3 weeks long",FutureLearn
Social Sciences Courses,"University of California, Davis",Computational Social Science,https://classcentral.com/course/computational-social-science-ucdavis-18710,"3 hours a week,26 weeks long",Coursera
Social Sciences Courses,Leiden University,EU policy and implementation: making Europe work!,https://classcentral.com/course/eu-making-europe-work-7408,"56 hours worth of material,6 weeks long",Coursera
Mathematics Courses,Schoolyourself,Introduction to Algebra,https://classcentral.com/course/edx-introduction-to-algebra-2526,"4-6 hours a week,4 weeks long",edX
Mathematics Courses,Duke University,Bayesian Statistics,https://classcentral.com/course/bayesian-6097,"36 hours worth of material,5 weeks long",Coursera
Business Courses,Galileo University,Herramientas de la Inteligencia de Negocios,https://classcentral.com/course/edx-herramientas-de-la-inteligencia-de-negocios-10281,"5-6 hours a week,5 weeks long",edX
Business Courses,Galileo University,Almacenamiento de energía,https://classcentral.com/course/edx-almacenamiento-de-energia-19277,"3-4 hours a week,4 weeks long",edX
Computer Science Courses,University of Washington,Machine Learning: Regression,https://classcentral.com/course/ml-regression-4289,"22 hours worth of material,6 weeks long",Coursera
Computer Science Courses,Stanford University,Probabilistic Graphical Models 1: Representation,https://classcentral.com/course/probabilistic-graphical-models-309,"15-20 hours a week,5 weeks long",Coursera
Education & Teaching Courses,British Council,Understanding IELTS: Listening,https://classcentral.com/course/understanding-ielts-listening-17168,"3 hours a week,3 weeks long",FutureLearn
Personal Development Courses,Online Learning Campus - World Bank Group,The Future of Work: Preparing for Disruption,https://classcentral.com/course/edx-the-future-of-work-preparing-for-disruption-13702,"3-5 hours a week,5 weeks long",edX
Personal Development Courses,McMaster University,Apprendre comment apprendre (ACA) : Des outils mentaux puissants qui vous aideront à maîtriser des sujets difficiles,https://classcentral.com/course/apprendre-comment-apprendre-18067,"3 hours a week,4 weeks long",Coursera
Personal Development Courses,Universidad Nacional Autónoma de México,Aprender,https://classcentral.com/course/aprendo-4631,"11 hours worth of material,4 weeks long",Coursera
Health & Medicine Courses,Wageningen University,Nutrition and Health: Macronutrients and Overnutrition,https://classcentral.com/course/edx-nutrition-and-health-macronutrients-and-overnutrition-2154,"6-8 hours a week,9 weeks long",edX
Health & Medicine Courses,Monash University,Mindfulness for Wellbeing and Peak Performance,https://classcentral.com/course/mindfulness-wellbeing-performance-3714,"3 hours a week,6 weeks long",FutureLearn
Health & Medicine Courses,Wageningen University,Nutrition and Cancer,https://classcentral.com/course/edx-nutrition-and-cancer-11591,"6-8 hours a week,5 weeks long",edX
Social Sciences Courses,Tezpur University,Direct Tax - Laws and Practice,https://classcentral.com/course/swayam-direct-tax-laws-and-practice-14009,15 weeks long,Swayam
Social Sciences Courses,Monash University,Introduction to Psychology: Developmental Psychology,https://classcentral.com/course/developmental-psychology-11040,"6 hours a week,2 weeks long",FutureLearn
Social Sciences Courses,The Hong Kong University of Science and Technology,Protecting Business Innovations via Copyright,https://classcentral.com/course/protect-business-innovations-copyright-8733,"1-2 hours a week,5 weeks long",Coursera
Social Sciences Courses,"University of California, Davis",Computational Social Science Methods,https://classcentral.com/course/computational-social-science-methods-17299,"2-5 hours a week,4 weeks long",Coursera
Mathematics Courses,University of Amsterdam,Basic Statistics,https://classcentral.com/course/basic-statistics-4312,"27 hours worth of material,8 weeks long",Coursera
Mathematics Courses,Stanford University,How to Learn Math: For Students,https://classcentral.com/course/edx-how-to-learn-math-for-students-917,"1-3 hours a week,6 weeks long",edX
Business Courses,Galileo University,Marketing Digital: Content & Community Manager,https://classcentral.com/course/edx-marketing-digital-content-community-manager-10386,"3-4 hours a week,5 weeks long",edX
Business Courses,UGC,Digital Marketing,https://classcentral.com/course/swayam-digital-marketing-14006,15 weeks long,Swayam
Computer Science Courses,"University of California, Davis",Computational Social Science Capstone Project,https://classcentral.com/course/css-capstone-17985,"2-5 hours a week,4 weeks long",Coursera
Computer Science Courses,KU Leuven University,Web Security Fundamentals,https://classcentral.com/course/edx-web-security-fundamentals-8726,"4-6 hours a week,5 weeks long",edX
Computer Science Courses,Princeton University,"Algorithms, Part II",https://classcentral.com/course/algs4partII-340,"6-12 hours a week,6 weeks long",Coursera
Education & Teaching Courses,British Council,Understanding IELTS: Reading,https://classcentral.com/course/understanding-ielts-reading-17038,"3 hours a week,3 weeks long",FutureLearn
Education & Teaching Courses,British Council,Understanding IELTS: Speaking,https://classcentral.com/course/understanding-ielts-speaking-17037,3 weeks long,FutureLearn
Personal Development Courses,University of Leeds,Critical Thinking at University: An Introduction,https://classcentral.com/course/critical-thinking-at-university-12273,"4 hours a week,2 weeks long",FutureLearn
Personal Development Courses,Tomsk State University,Presentation skills:  Effective Presentation Delivery,https://classcentral.com/course/delivery-9645,"22 hours worth of material,4 weeks long",Coursera
Personal Development Courses,University of Groningen,Improving Your Study Techniques,https://classcentral.com/course/improving-study-techniques-13420,"2 hours a week,4 weeks long",FutureLearn
Health & Medicine Courses,The University of Sheffield,Discover Dentistry,https://classcentral.com/course/discover-dentistry-1249,"3 hours a week,6 weeks long",FutureLearn
Health & Medicine Courses,Wageningen University,Nutrition and Health: Micronutrients and Malnutrition,https://classcentral.com/course/edx-nutrition-and-health-micronutrients-and-malnutrition-3643,"6-8 hours a week,7 weeks long",edX
Social Sciences Courses,Johns Hopkins University,Psychological First Aid,https://classcentral.com/course/psychfirstaid-2900,"1-3 hours a week,5 weeks long",Coursera
Social Sciences Courses,Lund University,Greening the Economy: Sustainable Cities,https://classcentral.com/course/gte-sustainable-cities-4851,"8 hours worth of material,5 weeks long",Coursera
Social Sciences Courses,Harvard University,Justice,https://classcentral.com/course/edx-justice-610,"3-6 hours a week,12 weeks long",edX
Mathematics Courses,San Jose State University,College Algebra,https://classcentral.com/course/udacity-college-algebra-630,16 weeks long,Udacity
Mathematics Courses,The University of Texas at Austin,Effective Thinking Through Mathematics,https://classcentral.com/course/edx-effective-thinking-through-mathematics-1335,"2-5 hours a week,4 weeks long",edX
Business Courses,University of Illinois at Urbana-Champaign,Marketing in a Digital World,https://classcentral.com/course/dmdigitalworld-2750,"6-8 hours a week,4 weeks long",Coursera
Business Courses,Universitat Politècnica de València,Introducción a la gestión de proyectos,https://classcentral.com/course/edx-introduccion-a-la-gestion-de-proyectos-4870,"4-5 hours a week,5 weeks long",edX
Business Courses,University System of Maryland,"Agile Process, Project, and Program Controls",https://classcentral.com/course/edx-agile-process-project-and-program-controls-11921,"2-3 hours a week,4 weeks long",edX
Computer Science Courses,University of Alberta,A Complete Reinforcement Learning System (Capstone),https://classcentral.com/course/complete-reinforcement-learning-system-14498,"23 hours worth of material,6 weeks long",Coursera
Computer Science Courses,Rice University,Principles of Computing (Part 2),https://classcentral.com/course/principlescomputing2-3198,"7-10 hours a week,4 weeks long",Coursera
Education & Teaching Courses,British Council,Understanding IELTS: Writing,https://classcentral.com/course/understanding-ielts-writing-17169,"3 hours a week,3 weeks long",FutureLearn
Education & Teaching Courses,British Council,Teaching for Success: Lessons and Teaching,https://classcentral.com/course/english-language-teaching-3659,"2 hours a week,6 weeks long",FutureLearn
Personal Development Courses,Tomsk State University,"Career planning: resume/CV, cover letter, interview",https://classcentral.com/course/career-planning--19723,"10 hours a week,5 weeks long",Coursera
Personal Development Courses,The Hong Kong University of Science and Technology,Psychology of Personal Growth,https://classcentral.com/course/edx-psychology-of-personal-growth-8857,"2-3 hours a week,6 weeks long",edX
Personal Development Courses,"University of California, Irvine","Work Smarter, Not Harder: Time Management for Personal & Professional Productivity",https://classcentral.com/course/worksmarter-2727,"2-4 hours a week,4 weeks long",Coursera
Health & Medicine Courses,Monash University,Food as Medicine,https://classcentral.com/course/food-as-medicine-5742,"4 hours a week,3 weeks long",FutureLearn
Health & Medicine Courses,Wageningen University,Nutrition and Health: Food Risks,https://classcentral.com/course/edx-nutrition-and-health-food-risks-5157,"6-8 hours a week,8 weeks long",edX
Social Sciences Courses,Stanford University,Game Theory,https://classcentral.com/course/game-theory-1-308,"5-7 hours a week,8 weeks long",Coursera
Social Sciences Courses,The Hong Kong University of Science and Technology,Protecting Business Innovations via Trademark,https://classcentral.com/course/protect-business-innovations-trademark-10038,"1-2 hours a week,4 weeks long",Coursera
Mathematics Courses,Santa Fe Institute,Introduction to Renormalization,https://classcentral.com/course/complexity-explorer-introduction-to-renormalization-11490,1 hours worth of material,Complexity Explorer
Mathematics Courses,Institut Mines-Télécom,Queuing Theory: from Markov Chains to Multi-Server Systems,https://classcentral.com/course/edx-queuing-theory-from-markov-chains-to-multi-server-systems-10079,"3-4 hours a week,5 weeks long",edX
Business Courses,Galileo University,Estadística Aplicada a los Negocios,https://classcentral.com/course/edx-estadistica-aplicada-a-los-negocios-10270,"5-6 hours a week,5 weeks long",edX
Business Courses,University System of Maryland,Sprint Planning for Faster Agile Team Delivery,https://classcentral.com/course/edx-sprint-planning-for-faster-agile-team-delivery-11918,"2-3 hours a week,4 weeks long",edX
Computer Science Courses,The Open University,Introduction to Cyber Security,https://classcentral.com/course/introduction-to-cyber-security-2448,"3 hours a week,8 weeks long",FutureLearn
Computer Science Courses,Stanford University,Introduction to Machine Learning Course,https://classcentral.com/course/udacity-introduction-to-machine-learning-course-2996,10 weeks long,Udacity
Education & Teaching Courses,British Council,Teaching for Success: Learning and Learners,https://classcentral.com/course/english-language-teaching-learning-6379,"2 hours a week,4 weeks long",FutureLearn
Education & Teaching Courses,British Council,Teaching Young Learners Online,https://classcentral.com/course/teaching-young-learners-online-20139,"3 hours a week,3 weeks long",FutureLearn
Education & Teaching Courses,British Council,Teaching for Success: the Classroom and the World,https://classcentral.com/course/english-language-teaching-classroom-6380,"2 hours a week,4 weeks long",FutureLearn
Personal Development Courses,University of Urbino,Umano Digitale,https://classcentral.com/course/independent-umano-digitale-13499,20 hours worth of material,Independent
Personal Development Courses,Universidad Anáhuac,Inglés básico: conversacional y networking,https://classcentral.com/course/edx-ingles-basico-conversacional-y-networking-19170,"5-8 hours a week,4 weeks long",edX
Health & Medicine Courses,University of Glasgow,End of Life Care: Challenges and Innovation,https://classcentral.com/course/end-of-life-care-16932,"4 hours a week,3 weeks long",FutureLearn
Health & Medicine Courses,Galileo University,Bioseguridad y equipo de protección para la prevención de COVID-19,https://classcentral.com/course/edx-bioseguridad-y-equipo-de-proteccion-para-la-prevencion-de-covid-19-20375,"4-5 hours a week,4 weeks long",edX
Social Sciences Courses,University of Groningen,Understanding the GDPR,https://classcentral.com/course/general-data-protection-regulation-9403,"3 hours a week,4 weeks long",FutureLearn
Social Sciences Courses,Massachusetts Institute of Technology,AP® Microeconomics,https://classcentral.com/course/edx-ap-microeconomics-8630,"3-4 hours a week,12 weeks long",edX
Mathematics Courses,University of Pennsylvania,Calculus: Single Variable Part 1 - Functions,https://classcentral.com/course/single-variable-calculus-5066,"14 hours worth of material,4 weeks long",Coursera
Mathematics Courses,San Jose State University,Intro to Descriptive Statistics,https://classcentral.com/course/udacity-intro-to-descriptive-statistics-2309,8 weeks long,Udacity
Business Courses,The Hong Kong University of Science and Technology,Protecting Business Innovations via Patent,https://classcentral.com/course/protect-business-innovations-patent-10382,"10 hours worth of material,5 weeks long",Coursera
Business Courses,Universitat Politècnica de València,Diseña presentaciones eficaces con Powerpoint,https://classcentral.com/course/edx-disena-presentaciones-eficaces-con-powerpoint-8673,"4-10 hours a week,3 weeks long",edX
Computer Science Courses,Stanford University,Automata Theory,https://classcentral.com/course/edx-automata-theory-376,"5-10 hours a week,7 weeks long",edX
Computer Science Courses,deeplearning.ai,Neural Networks and Deep Learning,https://classcentral.com/course/neural-networks-deep-learning-9058,"20 hours worth of material,4 weeks long",Coursera
Computer Science Courses,Rice University,Algorithmic Thinking (Part 1),https://classcentral.com/course/algorithmicthink1-1725,"7-10 hours a week,4 weeks long",Coursera
Education & Teaching Courses,UGC,Early Childhood Care and Education (ECCE),https://classcentral.com/course/swayam-early-childhood-care-and-education-ecce-14020,15 weeks long,Swayam
Education & Teaching Courses,British Council,Migrants and Refugees in Education: A toolkit for teachers,https://classcentral.com/course/migrants-and-refugees-in-education-11825,"3 hours a week,4 weeks long",FutureLearn
Personal Development Courses,University of Groningen,Decision Making in a Complex and Uncertain World,https://classcentral.com/course/complexity-and-uncertainty-2218,"6 hours a week,6 weeks long",FutureLearn
Personal Development Courses,Universidad Autónoma de Madrid,Competencias profesionales genéricas para la inclusión laboral,https://classcentral.com/course/edx-competencias-profesionales-genericas-para-la-inclusion-laboral-18073,"3-5 hours a week,4 weeks long",edX
Health & Medicine Courses,Leiden University,De-Mystifying Mindfulness,https://classcentral.com/course/mindfulness-6951,"38 hours worth of material,6 weeks long",Coursera
Health & Medicine Courses,University of Cape Town,Medicine and the Arts: Humanising Healthcare,https://classcentral.com/course/medicine-and-the-arts-3015,"3 hours a week,6 weeks long",FutureLearn
Social Sciences Courses,"University of California, Berkeley",The Science of Happiness,https://classcentral.com/course/edx-the-science-of-happiness-1781,"4-5 hours a week,11 weeks long",edX
Social Sciences Courses,Leiden University,Terrorism and Counterterrorism: Comparing Theory and Practice,https://classcentral.com/course/terrorism-701,"4-6 hours a week,6 weeks long",Coursera
Mathematics Courses,The University of Texas at Austin,Linear Algebra - Foundations to Frontiers,https://classcentral.com/course/edx-linear-algebra-foundations-to-frontiers-1337,"6-10 hours a week,15 weeks long",edX
Mathematics Courses,Harvard University,Introduction to Linear Models and Matrix Algebra,https://classcentral.com/course/edx-introduction-to-linear-models-and-matrix-algebra-2963,"2-4 hours a week,4 weeks long",edX
Business Courses,University of Minnesota,Preparing to Manage Human Resources,https://classcentral.com/course/managing-human-resources-5462,"19 hours worth of material,4 weeks long",Coursera
Business Courses,University System of Maryland,Agile Innovation and Problem Solving Skills,https://classcentral.com/course/edx-agile-innovation-and-problem-solving-skills-11919,"2-3 hours a week,4 weeks long",edX
Computer Science Courses,Universitat Politècnica de València,Aprendizaje automático y ciencia de datos,https://classcentral.com/course/edx-aprendizaje-automatico-y-ciencia-de-datos-12250,"4-5 hours a week,5 weeks long",edX
Computer Science Courses,University of Illinois at Urbana-Champaign,Text Retrieval and Search Engines,https://classcentral.com/course/textretrieval-2734,"4-6 hours a week,6 weeks long",Coursera
Computer Science Courses,"University of California, San Diego",Machine Learning With Big Data,https://classcentral.com/course/machinelearningwithbigdata-4238,"21 hours worth of material,5 weeks long",Coursera
Education & Teaching Courses,Universidad Autónoma de Madrid,"Educación de calidad para todos: equidad, inclusión y atención a la diversidad",https://classcentral.com/course/edx-educacion-de-calidad-para-todos-equidad-inclusion-y-atencion-a-la-diversidad-3920,"3-5 hours a week,6 weeks long",edX
Personal Development Courses,Tomsk State University,Presentation skills: Public Speaking Project,https://classcentral.com/course/public-speaking-project-9644,"13 hours worth of material,6 weeks long",Coursera
Health & Medicine Courses,Universidad Autónoma de Madrid,Introducción a la Regulación Emocional basada en Mindfulness,https://classcentral.com/course/edx-introduccion-a-la-regulacion-emocional-basada-en-mindfulness-13432,"5-6 hours a week,4 weeks long",edX
Health & Medicine Courses,University of Leeds,Anatomy: Know Your Abdomen,https://classcentral.com/course/anatomy-know-your-abdomen-5008,"2 hours a week,2 weeks long",FutureLearn
Health & Medicine Courses,Galileo University,Riesgo biológico y bioseguridad en el entorno laboral,https://classcentral.com/course/edx-riesgo-biologico-y-bioseguridad-en-el-entorno-laboral-20325,"4-5 hours a week,4 weeks long",edX
Social Sciences Courses,University of Toronto,Introduction to Psychology,https://classcentral.com/course/introduction-psych-647,"4-6 hours a week,12 weeks long",Coursera
Social Sciences Courses,The University of North Carolina at Chapel Hill,Positive Psychology,https://classcentral.com/course/positivepsych-2943,"2-4 hours a week,6 weeks long",Coursera
Mathematics Courses,"University of California, Berkeley",Introduction to Statistics: Descriptive Statistics,https://classcentral.com/course/edx-introduction-to-statistics-descriptive-statistics-614,4 weeks long,edX
Mathematics Courses,Santa Fe Institute,Maximum Entropy Methods,https://classcentral.com/course/complexity-explorer-maximum-entropy-methods-11479,1 hours worth of material,Complexity Explorer
Business Courses,Galileo University,Análisis estadístico con Excel,https://classcentral.com/course/edx-analisis-estadistico-con-excel-13320,"3-5 hours a week,4 weeks long",edX
Business Courses,Wageningen University,Sustainable Tourism: Society & Environmental Aspects,https://classcentral.com/course/edx-sustainable-tourism-society-environmental-aspects-10356,"5-7 hours a week,6 weeks long",edX
Business Courses,The Hong Kong University of Science and Technology,Green Business Strategy,https://classcentral.com/course/green-business-strategy-12644,"2-3 hours a week,4 weeks long",Coursera
Computer Science Courses,Universitat Politècnica de València,Fundamentos TIC para profesionales de negocios: Desarrollo de Software,https://classcentral.com/course/edx-fundamentos-tic-para-profesionales-de-negocios-desarrollo-de-software-8495,"3-6 hours a week,3 weeks long",edX
Education & Teaching Courses,University of Cape Town,"Education for All: Disability, Diversity and Inclusion",https://classcentral.com/course/education-for-all-5664,"3 hours a week,6 weeks long",FutureLearn
Education & Teaching Courses,University of Reading,Supporting Successful Learning in Primary School,https://classcentral.com/course/supporting-learning-primary-13229,"3 hours a week,4 weeks long",FutureLearn
Education & Teaching Courses,Galileo University,Aprendizaje y Enseñanza en la Era Digital,https://classcentral.com/course/edx-aprendizaje-y-ensenanza-en-la-era-digital-7266,"4-5 hours a week,4 weeks long",edX
Education & Teaching Courses,Universitat Politècnica de València,Introducción a las tecnologías para la Educación,https://classcentral.com/course/edx-introduccion-a-las-tecnologias-para-la-educacion-2956,"3-4 hours a week,5 weeks long",edX
Personal Development Courses,Universidad Anáhuac,"Inglés empresarial para venta, gestión y liderazgo de equipos",https://classcentral.com/course/edx-ingles-empresarial-para-venta-gestion-y-liderazgo-de-equipos-19171,"5-8 hours a week,4 weeks long",edX
Personal Development Courses,The University of Texas at Austin,Happier Employees and Return-On-Investment Course,https://classcentral.com/course/edx-happier-employees-and-return-on-investment-course-17121,"2-3 hours a week,4 weeks long",edX
Health & Medicine Courses,Universitat Politècnica de València,FlashDiet: Aprende a comer sano,https://classcentral.com/course/edx-flashdiet-aprende-a-comer-sano-8631,"2-3 hours a week,5 weeks long",edX
Health & Medicine Courses,University of Cambridge,Young People and Their Mental Health,https://classcentral.com/course/young-people-mental-health-9491,"2 hours a week,5 weeks long",FutureLearn
Social Sciences Courses,"University of California, Davis",Computer Simulations,https://classcentral.com/course/computer-simulations-17986,"2-5 hours a week,4 weeks long",Coursera
Social Sciences Courses,Leiden University,Rethinking International Tax Law,https://classcentral.com/course/international-taxation-3286,"2-8 hours a week,6 weeks long",Coursera
Mathematics Courses,Santa Fe Institute,Introduction to Differential Equations,https://classcentral.com/course/complexity-explorer-introduction-to-differential-equations-11477,1 hours worth of material,Complexity Explorer
Mathematics Courses,Santa Fe Institute,Introduction to Information Theory,https://classcentral.com/course/complexity-explorer-introduction-to-information-theory-11488,1 hours worth of material,Complexity Explorer
Business Courses,Universitat Politècnica de València,ODS en la Agenda 2030 de las Naciones Unidas: Retos de los Objetivos de Desarrollo Sostenible,https://classcentral.com/course/edx-ods-en-la-agenda-2030-de-las-naciones-unidas-retos-de-los-objetivos-de-desarrollo-sostenible-9740,"3-4 hours a week,6 weeks long",edX
Business Courses,The Hong Kong University of Science and Technology,FinTech Foundations and Overview,https://classcentral.com/course/fintech-11193,"13 hours worth of material,4 weeks long",Coursera
Business Courses,University of Pennsylvania,Introduction to Marketing,https://classcentral.com/course/whartonmarketing-1137,"5-6 hours a week,5 weeks long",Coursera
Business Courses,University of Leeds,Starting a Business 1: Vision and Opportunity,https://classcentral.com/course/starting-a-business-1-5007,"2 hours a week,2 weeks long",FutureLearn
Business Courses,Universitat Politècnica de València,Excel avanzado: importación y análisis de datos,https://classcentral.com/course/edx-excel-avanzado-importacion-y-analisis-de-datos-10329,"3-4 hours a week,8 weeks long",edX
Education & Teaching Courses,Deakin University,Transforming Digital Learning: Learning Design Meets Service Design,https://classcentral.com/course/digital-learning-12213,"3 hours a week,2 weeks long",FutureLearn
Education & Teaching Courses,"Mahatma Gandhi University, Kerala",Instructional Design,https://classcentral.com/course/swayam-instructional-design-14128,15 weeks long,Swayam
Personal Development Courses,Galileo University,Diseño de Estrategias Exitosas y Acciones Incontenibles,https://classcentral.com/course/edx-diseno-de-estrategias-exitosas-y-acciones-incontenibles-4934,"2-4 hours a week,4 weeks long",edX
Personal Development Courses,University of Edinburgh,Know Thyself - The Value and Limits of Self-Knowledge: The Examined Life,https://classcentral.com/course/know-thyself-the-examined-life-432,"20 hours worth of material,4 weeks long",Coursera
Health & Medicine Courses,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",Functional Foods and Nutraceuticals,https://classcentral.com/course/swayam-functional-foods-and-nutraceuticals-14069,15 weeks long,Swayam
Health & Medicine Courses,The Hong Kong University of Science and Technology,Health Concepts in Chinese Medicine,https://classcentral.com/course/health-concepts-chinese-medicine-9496,"1-2 hours a week,6 weeks long",Coursera
Health & Medicine Courses,Stanford University,Stanford Introduction to Food and Health,https://classcentral.com/course/food-and-health-5057,"7 hours worth of material,5 weeks long",Coursera
Social Sciences Courses,University of Leeds,Introduction to Intercultural Studies: Language and Culture,https://classcentral.com/course/intercultural-studies-language-culture-10562,"5 hours a week,2 weeks long",FutureLearn
Social Sciences Courses,San Jose State University,Intro to Psychology,https://classcentral.com/course/udacity-intro-to-psychology-830,16 weeks long,Udacity
Business Courses,The Hong Kong University of Science and Technology,"Accounting, Business and Society:  The Multi-faceted Role of Accounting",https://classcentral.com/course/accounting-business-society-12434,"1-2 hours a week,5 weeks long",Coursera
Business Courses,University of Pennsylvania,Introduction to Financial Accounting,https://classcentral.com/course/whartonaccounting-769,"6-8 hours a week,4 weeks long",Coursera
Education & Teaching Courses,University of Leeds,Learning Online: Researching Your Project,https://classcentral.com/course/searching-and-researching-5019,"2 hours a week,2 weeks long",FutureLearn
Education & Teaching Courses,Universidad Autónoma de Madrid,"Soy docente, ¡qué miedo! Gestiona eficazmente tus emociones",https://classcentral.com/course/edx-soy-docente-que-miedo-gestiona-eficazmente-tus-emociones-13639,"3-4 hours a week,4 weeks long",edX
Personal Development Courses,Case Western Reserve University,Inspiring Leadership through Emotional Intelligence,https://classcentral.com/course/lead-ei-710,"3-4 hours a week,8 weeks long",Coursera
Personal Development Courses,University of Pennsylvania,Improving Communication Skills,https://classcentral.com/course/wharton-communication-skills-8235,"10 hours worth of material,4 weeks long",Coursera
Personal Development Courses,Universitat Politècnica de València,Buscar en Internet,https://classcentral.com/course/edx-buscar-en-internet-2971,"3-4 hours a week,7 weeks long",edX
Health & Medicine Courses,University of Leeds,Improving Healthcare Through Clinical Research,https://classcentral.com/course/clinical-research-4046,"4 hours a week,4 weeks long",FutureLearn
Health & Medicine Courses,Stanford University,Child Nutrition and Cooking,https://classcentral.com/course/childnutrition-816,"2-4 hours a week,5 weeks long",Coursera
Social Sciences Courses,University of Pennsylvania,An Introduction to American Law,https://classcentral.com/course/americanlaw-2872,"1-2 hours a week,7 weeks long",Coursera
Social Sciences Courses,"University of California, Davis",Computational Social Science Capstone Project,https://classcentral.com/course/css-capstone-17985,"2-5 hours a week,4 weeks long",Coursera
Social Sciences Courses,Princeton University,Constitutional Interpretation,https://classcentral.com/course/edx-constitutional-interpretation-13427,"2-5 hours a week,7 weeks long",edX
Business Courses,Galileo University,Facebook Ads: Cómo utilizar el poder de la publicidad en Facebook,https://classcentral.com/course/edx-facebook-ads-como-utilizar-el-poder-de-la-publicidad-en-facebook-10387,"3-4 hours a week,5 weeks long",edX
Business Courses,University of the Witwatersrand,Results-Based Project Management: Monitoring and Evaluation,https://classcentral.com/course/edx-results-based-project-management-monitoring-and-evaluation-6480,"3-4 hours a week,8 weeks long",edX
Education & Teaching Courses,University of Reading,A Beginner's Guide to Writing in English for University Study,https://classcentral.com/course/english-for-study-1449,5 weeks long,FutureLearn
Education & Teaching Courses,University of Leeds,Learning Online: Communicating and Collaborating,https://classcentral.com/course/learning-and-collaborating-5015,"2 hours a week,2 weeks long",FutureLearn
Personal Development Courses,Wesleyan University,Creative Writing: The Craft of Plot,https://classcentral.com/course/craft-of-plot-5625,"10 hours worth of material,4 weeks long",Coursera
Personal Development Courses,Universitat Politècnica de València,Word intermedio: herramientas de formato y productividad,https://classcentral.com/course/edx-word-intermedio-herramientas-de-formato-y-productividad-14523,"4-5 hours a week,6 weeks long",edX
Health & Medicine Courses,Princeton University,Buddhism and Modern Psychology,https://classcentral.com/course/science-of-meditation-1355,"2-5 hours a week,6 weeks long",Coursera
Health & Medicine Courses,Tel Aviv University,"Viruses & How to Beat Them: Cells, Immunity, Vaccines",https://classcentral.com/course/edx-viruses-how-to-beat-them-cells-immunity-vaccines-9364,"2-3 hours a week,7 weeks long",edX
Social Sciences Courses,Yale University,The Science of Well-Being,https://classcentral.com/course/the-science-of-well-being-10346,"19 hours worth of material,10 weeks long",Coursera
Business Courses,Philanthropy University,Planning for Monitoring and Evaluation,https://classcentral.com/course/independent-planning-for-monitoring-and-evaluation-11965,"1-2 hours a week,6 weeks long",Independent
Business Courses,Universitat Politècnica de València,Liderazgo para mandos intermedios,https://classcentral.com/course/edx-liderazgo-para-mandos-intermedios-7232,"4-5 hours a week,6 weeks long",edX
Business Courses,University System of Maryland,Product Management Fundamentals,https://classcentral.com/course/edx-product-management-fundamentals-19098,"2-3 hours a week,4 weeks long",edX
Business Courses,The Hong Kong University of Science and Technology,FinTech Risk Management,https://classcentral.com/course/fintech-risk-management-12007,"11 hours worth of material,5 weeks long",Coursera
Education & Teaching Courses,Harvard University,Leaders of Learning,https://classcentral.com/course/edx-leaders-of-learning-2027,"2-4 hours a week,10 weeks long",edX
Education & Teaching Courses,Universidad Autónoma de Madrid,Cómo educar teniendo en cuenta la muerte,https://classcentral.com/course/edx-como-educar-teniendo-en-cuenta-la-muerte-18143,"2-5 hours a week,3 weeks long",edX
