Subject,Institution,Course Name,Course Url,Duration,Provider
Personal Development Courses,University of Michigan,Successful Negotiation: Essential Strategies and Skills,https://classcentral.com/course/successfulnegotiation-2460,"2-3 hours a week,7 weeks long",Coursera
Personal Development Courses,Yale University,Introduction to Negotiation: A Strategic Playbook for Becoming a Principled and Persuasive Negotiator,https://classcentral.com/course/negotiation-4336,"32 hours worth of material,9 weeks long",Coursera
Personal Development Courses,University of Washington,Introduction to Public Speaking,https://classcentral.com/course/public-speaking-889,"3-5 hours a week,5 weeks long",Coursera
Health & Medicine Courses,The University of Sydney,Positive Psychiatry and Mental Health,https://classcentral.com/course/positive-psychiatry-8783,"23 hours worth of material,5 weeks long",Coursera
Health & Medicine Courses,The University of North Carolina at Chapel Hill,Epidemiology: The Basic Science of Public Health,https://classcentral.com/course/epidemiology-733,"2-3 hours a week,6 weeks long",Coursera
Business Courses,The Hong Kong University of Science and Technology,FinTech Security and Regulation (RegTech),https://classcentral.com/course/regtech-11726,"11 hours worth of material,5 weeks long",Coursera
Business Courses,Universitat Politècnica de València,Introducción al Office 365,https://classcentral.com/course/edx-introduccion-al-office-365-18140,"2-3 hours a week,7 weeks long",edX
Education & Teaching Courses,University of Naples Federico II,Modelli di insegnamento nella ricerca educativa,https://classcentral.com/course/edx-modelli-di-insegnamento-nella-ricerca-educativa-11405,"4-6 hours a week,6 weeks long",edX
Education & Teaching Courses,Relay Graduate School of Education,Teaching Character and Creating Positive Classrooms,https://classcentral.com/course/teaching-character-866,"1-3 hours a week,5 weeks long",Coursera
Education & Teaching Courses,University of Leeds,Learning Online: Managing Your Online Identity,https://classcentral.com/course/online-identity-5018,"2 hours a week,2 weeks long",FutureLearn
Personal Development Courses,University of Minnesota,Creative Problem Solving,https://classcentral.com/course/cps-1636,"4-6 hours a week,4 weeks long",Coursera
Personal Development Courses,"University of California, Irvine",Effective Problem-Solving and Decision-Making,https://classcentral.com/course/probsolve-2721,"2-4 hours a week,4 weeks long",Coursera
Health & Medicine Courses,Emory University,The Addicted Brain,https://classcentral.com/course/addictedbrain-1403,"3-4 hours a week,8 weeks long",Coursera
Health & Medicine Courses,University of Leeds,Causes of Human Disease: Nutrition and Environment,https://classcentral.com/course/human-disease-lifestyle-environment-9026,"4 hours a week,2 weeks long",FutureLearn
Business Courses,Y Combinator,Startup School,https://classcentral.com/course/independent-startup-school-7130,10 weeks long,Independent
Business Courses,"University of Maryland, College Park",Developing Innovative Ideas for New Companies: The First Step in Entrepreneurship,https://classcentral.com/course/innovativeideas-840,"3-5 hours a week,4 weeks long",Coursera
Business Courses,University of Illinois at Urbana-Champaign,Digital Marketing Analytics in Theory,https://classcentral.com/course/dmanalyticstheory-2753,"8-10 hours a week,4 weeks long",Coursera
Business Courses,Universitat Politècnica de València,Gestión participativa: motivación y liderazgo organizacional,https://classcentral.com/course/edx-gestion-participativa-motivacion-y-liderazgo-organizacional-3606,"3-4 hours a week,8 weeks long",edX
Education & Teaching Courses,Universitat Politècnica de València,IT Fundamentals for Business Professionals: Software development,https://classcentral.com/course/edx-it-fundamentals-for-business-professionals-software-development-3788,"3-6 hours a week,3 weeks long",edX
Education & Teaching Courses,Universidad Autónoma de Madrid,La protección del menor,https://classcentral.com/course/edx-la-proteccion-del-menor-8280,"3-5 hours a week,5 weeks long",edX
Personal Development Courses,Imperial College London,Creative Thinking: Techniques and Tools for Success,https://classcentral.com/course/creative-thinking-techniques-and-tools-for-succes-17292,"2-4 hours a week,7 weeks long",Coursera
Personal Development Courses,UGC,E-assessment,https://classcentral.com/course/swayam-e-assessment-14017,15 weeks long,Swayam
Personal Development Courses,State University of New York,How to Write a Resume (Project-Centered Course),https://classcentral.com/course/how-to-write-a-resume-5830,"5 hours worth of material,4 weeks long",Coursera
Health & Medicine Courses,The University of Sheffield,Health Technology Assessment: Choosing Which Treatments Get Funded,https://classcentral.com/course/hta-4966,"3 hours a week,4 weeks long",FutureLearn
Health & Medicine Courses,University of Leeds,Food Science and Nutrition: From the Farm to You,https://classcentral.com/course/food-science-and-nutrition-18182,"2 hours a week,2 weeks long",FutureLearn
Business Courses,IE Business School,Critical Perspectives on Management,https://classcentral.com/course/criticalmanagement-714,"2-3 hours a week,6 weeks long",Coursera
Business Courses,University of Cape Town,Becoming a changemaker: Introduction to Social Innovation,https://classcentral.com/course/social-innovation-6655,"24 hours worth of material,6 weeks long",Coursera
Personal Development Courses,California Institute of the Arts,Story and Narrative Development for Video Games,https://classcentral.com/course/video-game-story-4257,"11 hours worth of material,4 weeks long",Coursera
Personal Development Courses,University of Naples Federico II,Negoziazione e comunicazione efficace,https://classcentral.com/course/edx-negoziazione-e-comunicazione-efficace-9244,"6-8 hours a week,9 weeks long",edX
Personal Development Courses,"University of California, Irvine",High-Impact Business Writing,https://classcentral.com/course/businesswriting-2724,"2-4 hours a week,4 weeks long",Coursera
Personal Development Courses,Wesleyan University,Creative Writing: The Craft of Style,https://classcentral.com/course/craft-of-style-5621,"12 hours worth of material,4 weeks long",Coursera
Health & Medicine Courses,Universidad Autónoma de Madrid,Riñones: conoce sus funciones para mejorar tu salud y calidad de vida,https://classcentral.com/course/edx-rinones-conoce-sus-funciones-para-mejorar-tu-salud-y-calidad-de-vida-3919,"3-5 hours a week,6 weeks long",edX
Health & Medicine Courses,The University of Sheffield,Measuring and Valuing Health,https://classcentral.com/course/valuing-health-3011,"3 hours a week,3 weeks long",FutureLearn
Business Courses,The Hong Kong University of Science and Technology,Protecting Business Innovations via Trademark,https://classcentral.com/course/protect-business-innovations-trademark-10038,"1-2 hours a week,4 weeks long",Coursera
Business Courses,Wharton School of the University of Pennsylvania,Introduction to Operations Management,https://classcentral.com/course/whartonoperations-372,"5-7 hours a week,4 weeks long",Coursera
Personal Development Courses,University System of Georgia,Successful Career Development,https://classcentral.com/course/career-advancement-7018,"21 hours worth of material,7 weeks long",Coursera
Personal Development Courses,Wesleyan University,Creative Writing: The Craft of Character,https://classcentral.com/course/craft-of-character-5624,"10 hours worth of material,4 weeks long",Coursera
Health & Medicine Courses,Harvard University,Mechanical Ventilation for COVID-19,https://classcentral.com/course/edx-mechanical-ventilation-for-covid-19-19347,"2-5 hours a week,1 weeks long",edX
Health & Medicine Courses,Universidad Autónoma de Madrid,Cómo vivir una vida saludable y activa,https://classcentral.com/course/edx-como-vivir-una-vida-saludable-y-activa-9046,"3-4 hours a week,5 weeks long",edX
Business Courses,Cal Poly Pomona,Introduction to VBA/Excel Programming,https://classcentral.com/course/open-education-by-blackboard-introduction-to-vba-excel-programming-1797,10 weeks long,Open Education by Blackboard
Business Courses,University of Leeds,Effective Fundraising and Leadership in Arts and Culture,https://classcentral.com/course/fundraising-arts-culture-10573,"4 hours a week,2 weeks long",FutureLearn
Business Courses,Yale University,Financial Markets,https://classcentral.com/course/financialmarkets-912,"6-12 hours a week,7 weeks long",Coursera
Personal Development Courses,University of Colorado Boulder,Teamwork Skills: Communicating Effectively in Groups,https://classcentral.com/course/teamwork-skills-effective-communication-9661,"12 hours worth of material,4 weeks long",Coursera
Personal Development Courses,Arizona State University,Communicating and Negotiating in a Dynamic Global World,https://classcentral.com/course/edx-communicating-and-negotiating-in-a-dynamic-global-world-16918,"18-20 hours a week,8 weeks long",edX
Health & Medicine Courses,University of Cape Town,Severe to Profound Intellectual Disability: Circles of Care and Education,https://classcentral.com/course/severe-to-profound-intellectual-disabili-15206,"2-3 hours a week,4 weeks long",Coursera
Health & Medicine Courses,University of Edinburgh,"Sit Less, Get Active",https://classcentral.com/course/get-active-5260,"11 hours worth of material,3 weeks long",Coursera
Personal Development Courses,Politecnico di Milano,Introduzione al Debate,https://classcentral.com/course/polimi-open-knowledge-introduzione-al-debate-17164,4 hours a week,Polimi OPEN KNOWLEDGE
Personal Development Courses,Northwestern University,Power Onboarding,https://classcentral.com/course/poweronboarding-2256,"3-4 hours a week,4 weeks long",Coursera
Personal Development Courses,"University of California, Irvine",Communication in the 21st Century Workplace,https://classcentral.com/course/21stcencom-2723,"2-4 hours a week,4 weeks long",Coursera
Personal Development Courses,"University of California, Irvine",The Art of Negotiation,https://classcentral.com/course/artofnegotiation-2725,"2-4 hours a week,4 weeks long",Coursera
Personal Development Courses,"University of California, Irvine","Trabaja inteligentemente, no más duro: Gestión del tiempo para la productividad personal y profesional",https://classcentral.com/course/trabaja-inteligentemente-4652,"5 hours worth of material,4 weeks long",Coursera
Health & Medicine Courses,Osmosis University,COVID-19: What You Need to Know (CME Eligible),https://classcentral.com/course/covid-19-what-you-need-to-know-19270,"13 hours a week,1 weeks long",Coursera
Health & Medicine Courses,University of Pittsburgh,Clinical Terminology for International and U.S. Students,https://classcentral.com/course/clinicalterminology-839,"2-4 hours a week,6 weeks long",Coursera
Personal Development Courses,"University of California, Irvine",La comunicación laboral en el siglo XXI,https://classcentral.com/course/comunicacion-trabajo-4655,"5 hours worth of material,4 weeks long",Coursera
Health & Medicine Courses,Johns Hopkins University,COVID-19 Contact Tracing,https://classcentral.com/course/covid-19-contact-tracing-19669,"5 hours a week,1 weeks long",Coursera
Health & Medicine Courses,University of Pennsylvania,Introduction to Dental Medicine,https://classcentral.com/course/dentmedpenn-2902,"1-2 hours a week,7 weeks long",Coursera
Health & Medicine Courses,University of Cape Town,Organ Donation: From Death to Life,https://classcentral.com/course/organ-donation-8708,"16 hours worth of material,4 weeks long",Coursera
Health & Medicine Courses,University of Leeds,Causes of Human Disease: Transmitting and Fighting Infection,https://classcentral.com/course/human-disease-transmitting-and-fighting-infection-9023,"4 hours a week,2 weeks long",FutureLearn
Health & Medicine Courses,University of Washington,Becoming a Resilient Person: The Science of Stress Management and Promoting Wellbeing,https://classcentral.com/course/edx-becoming-a-resilient-person-the-science-of-stress-management-and-promoting-wellbeing-1927,"2-3 hours a week,8 weeks long",edX
Subject,Course Name,Course Url
Art & Design Courses,How to Write Your First Song,https://classcentral.com/course/songwriting-3369
Art & Design Courses,Sustainability in Architecture: An Interdisciplinary Introduction,https://classcentral.com/course/edx-sustainability-in-architecture-an-interdisciplinary-introduction-11438
Art & Design Courses,Gamification,https://classcentral.com/course/gamification-343
Art & Design Courses,"Circular Fashion: Design, Science and Value in a Sustainable Clothing Industry",https://classcentral.com/course/edx-circular-fashion-design-science-and-value-in-a-sustainable-clothing-industry-17080
Art & Design Courses,Introduction to Real-Time Audio Programming in ChucK,https://classcentral.com/course/kadenze-introduction-to-real-time-audio-programming-in-chuck-3749
Mathematics Courses,Matrix Algebra for Engineers,https://classcentral.com/course/matrix-algebra-engineers-11986
Mathematics Courses,Differential Equations for Engineers,https://classcentral.com/course/differential-equations-engineers-13258
Mathematics Courses,Fibonacci Numbers and the Golden Ratio,https://classcentral.com/course/fibonacci-6684
Mathematics Courses,Vector Calculus for Engineers,https://classcentral.com/course/vector-calculus-engineers-17387
Mathematics Courses,Mathematical Economics,https://classcentral.com/course/swayam-mathematical-economics-14187
Mathematics Courses,Introduction to Dynamical Systems and Chaos,https://classcentral.com/course/complexity-explorer-introduction-to-dynamical-systems-and-chaos-1182
Mathematics Courses,Estadística Aplicada a los Negocios,https://classcentral.com/course/edx-estadistica-aplicada-a-los-negocios-10270
Mathematics Courses,Bases Matemáticas: Números y terminología,https://classcentral.com/course/edx-bases-matematicas-numeros-y-terminologia-2955
Mathematics Courses,Fractals and Scaling,https://classcentral.com/course/complexity-explorer-fractals-and-scaling-3612
Mathematics Courses,Introduction to Mathematical Thinking,https://classcentral.com/course/maththink-370
Mathematics Courses,Intro to Statistics,https://classcentral.com/course/udacity-intro-to-statistics-361
Mathematics Courses,"Precalculus: the Mathematics of Numbers, Functions and Equations",https://classcentral.com/course/precalculus-8988
Mathematics Courses,"Advanced Precalculus: Geometry, Trigonometry and Exponentials",https://classcentral.com/course/advanced-precalculus-9602
Mathematics Courses,Bases Matemáticas: Álgebra,https://classcentral.com/course/edx-bases-matematicas-algebra-2968
Mathematics Courses,Probability - The Science of Uncertainty and Data,https://classcentral.com/course/edx-probability-the-science-of-uncertainty-and-data-1496
Mathematics Courses,Statistical Learning,https://classcentral.com/course/edx-statistical-learning-1579
Mathematics Courses,Bases Matemáticas: Derivadas,https://classcentral.com/course/edx-bases-matematicas-derivadas-2969
Mathematics Courses,Tutorials for Complex Systems,https://classcentral.com/course/complexity-explorer-tutorials-for-complex-systems-1194
Mathematics Courses,Introduction to Algebra,https://classcentral.com/course/edx-introduction-to-algebra-2526
Mathematics Courses,Bayesian Statistics,https://classcentral.com/course/bayesian-6097
Mathematics Courses,Basic Statistics,https://classcentral.com/course/basic-statistics-4312
Mathematics Courses,How to Learn Math: For Students,https://classcentral.com/course/edx-how-to-learn-math-for-students-917
Mathematics Courses,College Algebra,https://classcentral.com/course/udacity-college-algebra-630
Mathematics Courses,Effective Thinking Through Mathematics,https://classcentral.com/course/edx-effective-thinking-through-mathematics-1335
Mathematics Courses,Introduction to Renormalization,https://classcentral.com/course/complexity-explorer-introduction-to-renormalization-11490
Mathematics Courses,Queuing Theory: from Markov Chains to Multi-Server Systems,https://classcentral.com/course/edx-queuing-theory-from-markov-chains-to-multi-server-systems-10079
Mathematics Courses,Calculus: Single Variable Part 1 - Functions,https://classcentral.com/course/single-variable-calculus-5066
Mathematics Courses,Intro to Descriptive Statistics,https://classcentral.com/course/udacity-intro-to-descriptive-statistics-2309
Mathematics Courses,Linear Algebra - Foundations to Frontiers,https://classcentral.com/course/edx-linear-algebra-foundations-to-frontiers-1337
Mathematics Courses,Introduction to Linear Models and Matrix Algebra,https://classcentral.com/course/edx-introduction-to-linear-models-and-matrix-algebra-2963
Mathematics Courses,Introduction to Statistics: Descriptive Statistics,https://classcentral.com/course/edx-introduction-to-statistics-descriptive-statistics-614
Mathematics Courses,Maximum Entropy Methods,https://classcentral.com/course/complexity-explorer-maximum-entropy-methods-11479
Mathematics Courses,Introduction to Differential Equations,https://classcentral.com/course/complexity-explorer-introduction-to-differential-equations-11477
Mathematics Courses,Introduction to Information Theory,https://classcentral.com/course/complexity-explorer-introduction-to-information-theory-11488
Data Science Courses,R Programming,https://classcentral.com/course/rprog-1713
Data Science Courses,The Data Scientist’s Toolbox,https://classcentral.com/course/datascitoolbox-1712
Data Science Courses,The Analytics Edge,https://classcentral.com/course/edx-the-analytics-edge-1623
Data Science Courses,Computational Social Science,https://classcentral.com/course/computational-social-science-ucdavis-18710
Data Science Courses,Data Analyst,https://classcentral.com/course/data-analyst-nanodegree--nd002-18208
Data Science Courses,Getting and Cleaning Data,https://classcentral.com/course/getdata-1714
Data Science Courses,Introduction to Data Science in Python,https://classcentral.com/course/python-data-analysis-6671
Data Science Courses,Python for Data Science,https://classcentral.com/course/edx-python-for-data-science-8209
Data Science Courses,Python for Data Science,https://classcentral.com/course/swayam-python-for-data-science-14266
Data Science Courses,Introduction to Big Data,https://classcentral.com/course/intro-to-big-data-4164
Data Science Courses,Exploratory Data Analysis,https://classcentral.com/course/exdata-1715
Data Science Courses,Statistical Inference,https://classcentral.com/course/statinference-1717
Data Science Courses,Regression Models,https://classcentral.com/course/regmods-1718
Data Science Courses,Making Sense of Data in the Media,https://classcentral.com/course/media-data-4925
Data Science Courses,Reproducible Research,https://classcentral.com/course/repdata-1716
Data Science Courses,Mastering Data Analysis in Excel,https://classcentral.com/course/analytics-excel-4310
Data Science Courses,Hadoop Platform and Application Framework,https://classcentral.com/course/hadoop-4269
Data Science Courses,Probability - The Science of Uncertainty and Data,https://classcentral.com/course/edx-probability-the-science-of-uncertainty-and-data-1496
Data Science Courses,Digital Marketing Analytics in Practice,https://classcentral.com/course/dmanalyticspractice-2754
Data Science Courses,Introduction to Computational Thinking and Data Science,https://classcentral.com/course/edx-introduction-to-computational-thinking-and-data-science-1779
Data Science Courses,Introduction to R for Data Science,https://classcentral.com/course/edx-introduction-to-r-for-data-science-3928
Data Science Courses,Pattern Discovery in Data Mining,https://classcentral.com/course/patterndiscovery-2733
Data Science Courses,A Crash Course in Data Science,https://classcentral.com/course/data-science-crash-course-4392
Data Science Courses,Whole genome sequencing of bacterial genomes - tools and applications,https://classcentral.com/course/wgs-bacteria-8907
Data Science Courses,Probability and Statistics in Data Science using Python,https://classcentral.com/course/edx-probability-and-statistics-in-data-science-using-python-8213
Data Science Courses,Mining Massive Datasets,https://classcentral.com/course/edx-mining-massive-datasets-2406
Data Science Courses,Data Visualization,https://classcentral.com/course/datavisualization-2737
Data Science Courses,Developing Data Products,https://classcentral.com/course/devdataprod-1720
Personal Development Courses,Learning How to Learn: Powerful mental tools to help you master tough subjects,https://classcentral.com/course/learning-how-to-learn-2161
Data Science Courses,Finding Hidden Messages in DNA (Bioinformatics I),https://classcentral.com/course/hiddenmessages-3289
Data Science Courses,Intro to Hadoop and MapReduce,https://classcentral.com/course/udacity-intro-to-hadoop-and-mapreduce-1470
Data Science Courses,Introduction to Python for Data Science,https://classcentral.com/course/edx-introduction-to-python-for-data-science-5683
Data Science Courses,Statistics and R,https://classcentral.com/course/edx-statistics-and-r-2960
Personal Development Courses,Mindshift: Break Through Obstacles to Learning and Discover Your Hidden Potential,https://classcentral.com/course/mindshift-8289
Personal Development Courses,Learning How To Learn for Youth,https://classcentral.com/course/learning-how-to-learn-youth-12569
Personal Development Courses,How to Succeed at: Interviews,https://classcentral.com/course/interviews-2253
Personal Development Courses,Presentation skills: Speechwriting and Storytelling,https://classcentral.com/course/speechwriting-9646
Personal Development Courses,The Future of Work: Preparing for Disruption,https://classcentral.com/course/edx-the-future-of-work-preparing-for-disruption-13702
Data Science Courses,Aprendizaje automático y ciencia de datos,https://classcentral.com/course/edx-aprendizaje-automatico-y-ciencia-de-datos-12250
Data Science Courses,Statistical Thinking for Data Science and Analytics,https://classcentral.com/course/edx-statistical-thinking-for-data-science-and-analytics-4913
Data Science Courses,Data Analysis with R,https://classcentral.com/course/udacity-data-analysis-with-r-1478
Data Science Courses,Big Data,https://classcentral.com/course/big-data-18552
Data Science Courses,Process Mining: Data science in Action,https://classcentral.com/course/procmin-2445
Data Science Courses,Building a Data Science Team,https://classcentral.com/course/build-data-science-team-4391
Social Sciences Courses,What is a Mind?,https://classcentral.com/course/what-is-a-mind-3314
Personal Development Courses,Apprendre comment apprendre (ACA) : Des outils mentaux puissants qui vous aideront à maîtriser des sujets difficiles,https://classcentral.com/course/apprendre-comment-apprendre-18067
Personal Development Courses,Aprender,https://classcentral.com/course/aprendo-4631
Personal Development Courses,Critical Thinking at University: An Introduction,https://classcentral.com/course/critical-thinking-at-university-12273
Data Science Courses,Introducción a la Ciencia de Datos con Python,https://classcentral.com/course/edx-introduccion-a-la-ciencia-de-datos-con-python-21169
Data Science Courses,Data Science and Agile Systems Engineering,https://classcentral.com/course/edx-data-science-and-agile-systems-engineering-19101
Data Science Courses,Text Mining and Analytics,https://classcentral.com/course/textanalytics-2736
Data Science Courses,Data Science in Real Life,https://classcentral.com/course/real-life-data-science-4389
Social Sciences Courses,HOPE: Human Odyssey to Political Existentialism,https://classcentral.com/course/edx-hope-human-odyssey-to-political-existentialism-11584
Social Sciences Courses,Supporting Victims of Domestic Violence,https://classcentral.com/course/domestic-violence-15221
Social Sciences Courses,Exploring Play: The Importance of Play in Everyday Life,https://classcentral.com/course/play-2134
Social Sciences Courses,Protecting Business Innovations via Patent,https://classcentral.com/course/protect-business-innovations-patent-10382
Social Sciences Courses,Green Business Strategy,https://classcentral.com/course/green-business-strategy-12644
Social Sciences Courses,Introduction to Psychology: The Psychology of Learning,https://classcentral.com/course/psychology-of-learning-11039
Personal Development Courses,Presentation skills:  Effective Presentation Delivery,https://classcentral.com/course/delivery-9645
Personal Development Courses,Improving Your Study Techniques,https://classcentral.com/course/improving-study-techniques-13420
Personal Development Courses,"Career planning: resume/CV, cover letter, interview",https://classcentral.com/course/career-planning--19723
Personal Development Courses,Psychology of Personal Growth,https://classcentral.com/course/edx-psychology-of-personal-growth-8857
Social Sciences Courses,Social Psychology,https://classcentral.com/course/socialpsychology-555
Social Sciences Courses,Incarceration: Are Prisons a Suitable Punishment?,https://classcentral.com/course/incarceration-prisons-suitable-punishment-17036
Social Sciences Courses,Gender and Sexuality: Applications in Society,https://classcentral.com/course/edx-gender-and-sexuality-applications-in-society-12333
Social Sciences Courses,Model Thinking,https://classcentral.com/course/modelthinking-317
Personal Development Courses,"Work Smarter, Not Harder: Time Management for Personal & Professional Productivity",https://classcentral.com/course/worksmarter-2727
Personal Development Courses,Umano Digitale,https://classcentral.com/course/independent-umano-digitale-13499
Personal Development Courses,Inglés básico: conversacional y networking,https://classcentral.com/course/edx-ingles-basico-conversacional-y-networking-19170
Personal Development Courses,Decision Making in a Complex and Uncertain World,https://classcentral.com/course/complexity-and-uncertainty-2218
Personal Development Courses,Competencias profesionales genéricas para la inclusión laboral,https://classcentral.com/course/edx-competencias-profesionales-genericas-para-la-inclusion-laboral-18073
Social Sciences Courses,Computational Social Science,https://classcentral.com/course/computational-social-science-ucdavis-18710
Social Sciences Courses,EU policy and implementation: making Europe work!,https://classcentral.com/course/eu-making-europe-work-7408
Social Sciences Courses,Direct Tax - Laws and Practice,https://classcentral.com/course/swayam-direct-tax-laws-and-practice-14009
Social Sciences Courses,Introduction to Psychology: Developmental Psychology,https://classcentral.com/course/developmental-psychology-11040
Education & Teaching Courses,Understanding IELTS: Listening,https://classcentral.com/course/understanding-ielts-listening-17168
Personal Development Courses,Presentation skills: Public Speaking Project,https://classcentral.com/course/public-speaking-project-9644
Personal Development Courses,"Inglés empresarial para venta, gestión y liderazgo de equipos",https://classcentral.com/course/edx-ingles-empresarial-para-venta-gestion-y-liderazgo-de-equipos-19171
Personal Development Courses,Happier Employees and Return-On-Investment Course,https://classcentral.com/course/edx-happier-employees-and-return-on-investment-course-17121
Personal Development Courses,Diseño de Estrategias Exitosas y Acciones Incontenibles,https://classcentral.com/course/edx-diseno-de-estrategias-exitosas-y-acciones-incontenibles-4934
Personal Development Courses,Know Thyself - The Value and Limits of Self-Knowledge: The Examined Life,https://classcentral.com/course/know-thyself-the-examined-life-432
Social Sciences Courses,Protecting Business Innovations via Copyright,https://classcentral.com/course/protect-business-innovations-copyright-8733
Social Sciences Courses,Computational Social Science Methods,https://classcentral.com/course/computational-social-science-methods-17299
Social Sciences Courses,Psychological First Aid,https://classcentral.com/course/psychfirstaid-2900
Social Sciences Courses,Greening the Economy: Sustainable Cities,https://classcentral.com/course/gte-sustainable-cities-4851
Education & Teaching Courses,Understanding IELTS: Reading,https://classcentral.com/course/understanding-ielts-reading-17038
Education & Teaching Courses,Understanding IELTS: Speaking,https://classcentral.com/course/understanding-ielts-speaking-17037
Education & Teaching Courses,Understanding IELTS: Writing,https://classcentral.com/course/understanding-ielts-writing-17169
Education & Teaching Courses,Teaching for Success: Lessons and Teaching,https://classcentral.com/course/english-language-teaching-3659
Education & Teaching Courses,Teaching for Success: Learning and Learners,https://classcentral.com/course/english-language-teaching-learning-6379
Education & Teaching Courses,Teaching Young Learners Online,https://classcentral.com/course/teaching-young-learners-online-20139
Personal Development Courses,Inspiring Leadership through Emotional Intelligence,https://classcentral.com/course/lead-ei-710
Personal Development Courses,Improving Communication Skills,https://classcentral.com/course/wharton-communication-skills-8235
Personal Development Courses,Buscar en Internet,https://classcentral.com/course/edx-buscar-en-internet-2971
Personal Development Courses,Creative Writing: The Craft of Plot,https://classcentral.com/course/craft-of-plot-5625
Personal Development Courses,Word intermedio: herramientas de formato y productividad,https://classcentral.com/course/edx-word-intermedio-herramientas-de-formato-y-productividad-14523
Personal Development Courses,Successful Negotiation: Essential Strategies and Skills,https://classcentral.com/course/successfulnegotiation-2460
Social Sciences Courses,Justice,https://classcentral.com/course/edx-justice-610
Social Sciences Courses,Game Theory,https://classcentral.com/course/game-theory-1-308
Social Sciences Courses,Protecting Business Innovations via Trademark,https://classcentral.com/course/protect-business-innovations-trademark-10038
Education & Teaching Courses,Teaching for Success: the Classroom and the World,https://classcentral.com/course/english-language-teaching-classroom-6380
Education & Teaching Courses,Early Childhood Care and Education (ECCE),https://classcentral.com/course/swayam-early-childhood-care-and-education-ecce-14020
Education & Teaching Courses,Migrants and Refugees in Education: A toolkit for teachers,https://classcentral.com/course/migrants-and-refugees-in-education-11825
Education & Teaching Courses,"Educación de calidad para todos: equidad, inclusión y atención a la diversidad",https://classcentral.com/course/edx-educacion-de-calidad-para-todos-equidad-inclusion-y-atencion-a-la-diversidad-3920
Education & Teaching Courses,"Education for All: Disability, Diversity and Inclusion",https://classcentral.com/course/education-for-all-5664
Education & Teaching Courses,Supporting Successful Learning in Primary School,https://classcentral.com/course/supporting-learning-primary-13229
Health & Medicine Courses,Understanding Dementia,https://classcentral.com/course/independent-understanding-dementia-981
Personal Development Courses,Introduction to Negotiation: A Strategic Playbook for Becoming a Principled and Persuasive Negotiator,https://classcentral.com/course/negotiation-4336
Personal Development Courses,Introduction to Public Speaking,https://classcentral.com/course/public-speaking-889
Personal Development Courses,Creative Problem Solving,https://classcentral.com/course/cps-1636
Personal Development Courses,Effective Problem-Solving and Decision-Making,https://classcentral.com/course/probsolve-2721
Social Sciences Courses,Understanding the GDPR,https://classcentral.com/course/general-data-protection-regulation-9403
Social Sciences Courses,AP® Microeconomics,https://classcentral.com/course/edx-ap-microeconomics-8630
Social Sciences Courses,The Science of Happiness,https://classcentral.com/course/edx-the-science-of-happiness-1781
Education & Teaching Courses,Aprendizaje y Enseñanza en la Era Digital,https://classcentral.com/course/edx-aprendizaje-y-ensenanza-en-la-era-digital-7266
Education & Teaching Courses,Introducción a las tecnologías para la Educación,https://classcentral.com/course/edx-introduccion-a-las-tecnologias-para-la-educacion-2956
Education & Teaching Courses,Transforming Digital Learning: Learning Design Meets Service Design,https://classcentral.com/course/digital-learning-12213
Education & Teaching Courses,Instructional Design,https://classcentral.com/course/swayam-instructional-design-14128
Education & Teaching Courses,Learning Online: Researching Your Project,https://classcentral.com/course/searching-and-researching-5019
Education & Teaching Courses,"Soy docente, ¡qué miedo! Gestiona eficazmente tus emociones",https://classcentral.com/course/edx-soy-docente-que-miedo-gestiona-eficazmente-tus-emociones-13639
Health & Medicine Courses,Preventing Dementia,https://classcentral.com/course/independent-preventing-dementia-6565
Health & Medicine Courses,"Nutrition, Exercise and Sports",https://classcentral.com/course/edx-nutrition-exercise-and-sports-14381
Health & Medicine Courses,Understanding Clinical Research: Behind the Statistics,https://classcentral.com/course/clinical-research-5037
Personal Development Courses,Creative Thinking: Techniques and Tools for Success,https://classcentral.com/course/creative-thinking-techniques-and-tools-for-succes-17292
Personal Development Courses,E-assessment,https://classcentral.com/course/swayam-e-assessment-14017
Personal Development Courses,How to Write a Resume (Project-Centered Course),https://classcentral.com/course/how-to-write-a-resume-5830
Personal Development Courses,Story and Narrative Development for Video Games,https://classcentral.com/course/video-game-story-4257
Personal Development Courses,Negoziazione e comunicazione efficace,https://classcentral.com/course/edx-negoziazione-e-comunicazione-efficace-9244
Personal Development Courses,High-Impact Business Writing,https://classcentral.com/course/businesswriting-2724
Engineering Courses,Matrix Algebra for Engineers,https://classcentral.com/course/matrix-algebra-engineers-11986
Social Sciences Courses,Terrorism and Counterterrorism: Comparing Theory and Practice,https://classcentral.com/course/terrorism-701
Social Sciences Courses,Introduction to Psychology,https://classcentral.com/course/introduction-psych-647
Social Sciences Courses,Positive Psychology,https://classcentral.com/course/positivepsych-2943
Social Sciences Courses,Computer Simulations,https://classcentral.com/course/computer-simulations-17986
Social Sciences Courses,Rethinking International Tax Law,https://classcentral.com/course/international-taxation-3286
Social Sciences Courses,Introduction to Intercultural Studies: Language and Culture,https://classcentral.com/course/intercultural-studies-language-culture-10562
Social Sciences Courses,Intro to Psychology,https://classcentral.com/course/udacity-intro-to-psychology-830
Education & Teaching Courses,A Beginner's Guide to Writing in English for University Study,https://classcentral.com/course/english-for-study-1449
